,number,value,datetime_start,datetime_complete,duration,params_beta,params_f_cross_layer,params_hi5_cin_fn_k,params_hi5_dur_cin_par1,params_hi5_rel_beta,params_hpv16_cin_fn_k,params_hpv16_dur_cin_par1,params_hpv18_cin_fn_k,params_hpv18_dur_cin_par1,params_m_cross_layer,params_ohr_cin_fn_k,params_ohr_dur_cin_par1,params_ohr_rel_beta,state
1935,1935,34.28768356,12:48.2,19:32.6,0 days 00:06:44.427912,0.181409136,0.113147858,0.390442461,1.494842125,0.945246764,0.236756116,6.599527587,0.458807096,3.011268827,0.515736032,0.132082294,4.208116852,0.279015926,COMPLETE
480,480,34.28901319,26:48.6,33:24.3,0 days 00:06:35.705013,0.336199205,0.508021571,0.096955483,2.413699099,0.959931778,0.188345623,7.311994231,0.681901305,2.014030119,0.95785715,0.054812107,5.807344788,0.64200645,COMPLETE
198,198,34.28995486,13:12.3,19:49.9,0 days 00:06:37.635314,0.47264683,0.052321453,0.041172151,6.957675266,0.873858825,0.192085362,5.862714611,0.515247531,3.815183644,0.929237291,0.051678975,3.164316148,0.60163475,COMPLETE
1185,1185,34.29007437,57:45.6,03:42.6,0 days 00:05:56.971117,0.143625363,0.323479777,0.014268546,2.247551681,0.936979216,0.297629194,5.661118541,0.408261139,3.438721684,0.558600822,0.188207317,3.527096326,0.540613333,COMPLETE
675,675,34.29101289,44:52.2,51:24.9,0 days 00:06:32.661222,0.306301274,0.230573728,0.158483783,1.500626247,0.047514419,0.223342875,7.081876357,0.584833007,3.447565378,0.85428157,0.25822367,3.027464382,0.463853536,COMPLETE
247,247,34.29351839,19:12.0,25:55.6,0 days 00:06:43.600159,0.477491923,0.322053364,0.022056501,2.878732177,0.853392592,0.218116062,7.813641486,0.496725632,3.709449053,0.978354084,0.003908376,3.757217591,0.61373718,COMPLETE
803,803,34.29357824,53:33.0,00:14.3,0 days 00:06:41.347699,0.311910552,0.207508905,0.157675703,1.348616423,0.122879795,0.346701653,4.933881296,0.494574941,3.407755146,0.892381219,0.155277017,2.274189637,0.69449528,COMPLETE
232,232,34.29496408,59:24.9,06:00.9,0 days 00:06:35.961476,0.477000976,0.370609758,0.135881384,8.485385049,0.93601473,0.203875915,8.16625424,0.482424851,2.700549478,0.851482534,0.090685802,4.631363042,0.528526076,COMPLETE
831,831,34.29530789,29:28.3,35:41.7,0 days 00:06:13.353074,0.295908417,0.319282175,0.049601969,3.177651316,0.167295426,0.268267881,6.056672086,0.420682443,3.753605322,0.421559204,0.217546678,2.486959883,0.633958191,COMPLETE
1982,1982,34.29598461,33:21.9,39:27.8,0 days 00:06:05.884434,0.480195475,0.205990639,0.032447547,1.954425592,0.978171554,0.223426674,6.409901427,0.150625778,5.062053841,0.511981556,0.144716803,3.516702985,0.249419223,COMPLETE
1781,1781,34.29817416,48:56.3,56:03.5,0 days 00:07:07.183665,0.498839049,0.099567841,0.03245516,10.27302523,0.836095618,0.307097639,5.28692455,0.423928452,3.591011112,0.46844048,0.020118442,1.006132542,0.283980273,COMPLETE
1860,1860,34.29855791,25:06.4,31:06.9,0 days 00:06:00.532299,0.215270967,0.071809331,0.404422902,1.808322025,0.982571888,0.261340169,5.526427159,0.486487721,4.628888917,0.482499217,0.094343853,5.300793587,0.852556768,COMPLETE
1513,1513,34.30277112,26:37.6,32:30.4,0 days 00:05:52.824809,0.276043732,0.029547497,0.021688235,4.72415324,0.922487303,0.299304055,5.732271488,0.446899788,2.639946703,0.456722121,0.066338291,4.365343293,0.347120258,COMPLETE
1619,1619,34.30374676,32:24.4,38:23.0,0 days 00:05:58.575645,0.276590746,0.14076307,0.014899773,8.284076852,0.845645797,0.234557937,6.38673784,0.456943547,3.91512371,0.502926407,0.032446565,4.799996693,0.27942026,COMPLETE
786,786,34.30724866,30:11.2,36:33.0,0 days 00:06:21.744155,0.473441008,0.120474722,0.227144068,1.023575826,0.907899065,0.229345867,6.003844801,0.220657902,3.564349811,0.962028504,0.090828072,2.987707858,0.651319168,COMPLETE
673,673,34.30913264,43:50.2,50:24.4,0 days 00:06:34.223738,0.294849676,0.232820395,0.176464817,1.467035516,0.093905189,0.233195117,7.045902707,0.447180707,4.126548176,0.826345346,0.2263572,2.309896776,0.470376751,COMPLETE
1641,1641,34.3113676,59:58.6,06:44.1,0 days 00:06:45.485733,0.270217292,0.119127841,0.047954407,8.785647093,0.874345617,0.228868621,5.99227537,0.471645178,3.884117609,0.484833563,0.069151447,3.880489401,0.245367009,COMPLETE
1858,1858,34.31332526,23:02.7,29:02.6,0 days 00:05:59.879104,0.214672351,0.032282853,0.455185962,2.112990453,0.966107801,0.266056004,5.803938088,0.439235763,3.137338149,0.501975777,0.041895507,4.643388067,0.303864725,COMPLETE
349,349,34.31457544,34:02.4,40:41.3,0 days 00:06:38.823063,0.414386357,0.339678967,0.002568346,1.441264269,0.722906216,0.264061932,5.838890262,0.653332891,4.435712439,0.643918501,0.196459019,2.56364492,0.450150302,COMPLETE
243,243,34.31459366,13:15.1,19:47.5,0 days 00:06:32.412440,0.241506356,0.505322942,0.110098847,9.08836436,0.916439126,0.186601143,7.738439101,0.499490006,3.043391182,0.868549492,0.062178809,4.236557237,0.49480554,COMPLETE
1147,1147,34.31693331,13:49.1,19:54.0,0 days 00:06:04.906143,0.290084725,0.133900261,0.648919791,1.76526337,0.965679169,0.232818106,6.338062988,0.436062703,3.74683771,0.542021437,0.05452705,3.13798934,0.742632675,COMPLETE
1489,1489,34.32187646,57:38.7,03:32.5,0 days 00:05:53.784058,0.273807528,0.300574187,0.830030836,1.659552026,0.919930958,0.300211853,4.341458177,0.482757245,1.970489878,0.589222233,0.110188104,4.343457624,0.405172159,COMPLETE
589,589,34.32354428,51:41.5,58:20.4,0 days 00:06:38.874561,0.32160186,0.298982891,0.36497498,1.004431829,0.943977564,0.153020382,11.50854516,0.413305597,2.239939395,0.450766422,0.253759758,1.469025463,0.510509795,COMPLETE
543,543,34.32477483,51:18.0,57:55.6,0 days 00:06:37.516014,0.13412969,0.206361311,0.170438729,7.258283741,0.92885127,0.243624048,7.558750937,0.578266332,1.619561579,0.9425903,0.058434944,6.029156423,0.590322625,COMPLETE
1738,1738,34.32789529,55:42.2,01:30.8,0 days 00:05:48.637611,0.46759602,0.071741121,0.035381577,7.801081039,0.891353475,0.224579732,5.672989543,0.430928433,3.500474279,0.562755466,0.085673289,3.687224124,0.299602266,COMPLETE
1454,1454,34.33030258,16:10.5,21:59.0,0 days 00:05:48.502462,0.273431553,0.250029793,0.049340757,1.625490749,0.970824205,0.258679734,5.515567421,0.435587948,2.18416455,0.553929515,0.001769261,4.673724815,0.419757597,COMPLETE
144,144,34.33250339,01:20.3,08:06.0,0 days 00:06:45.676366,0.481037801,0.021901778,0.712267209,2.33266345,0.869866975,0.22609832,5.475393381,0.51286704,3.644135538,0.872912751,0.105627797,3.287803487,0.640058896,COMPLETE
1069,1069,34.33543594,42:21.0,48:23.8,0 days 00:06:02.752674,0.30091106,0.779779013,0.052148094,2.213167969,0.947799891,0.246904042,5.920827862,0.121203997,10.29317328,0.485616958,0.092807912,2.510384853,0.447658809,COMPLETE
501,501,34.33870991,55:59.6,02:32.1,0 days 00:06:32.557667,0.147732813,0.526740191,0.001680256,2.205996671,0.293552151,0.21056812,7.651406634,0.661570586,1.469615554,0.980768401,0.047193706,5.648303077,0.411477542,COMPLETE
928,928,34.33905277,02:47.5,09:49.2,0 days 00:07:01.667545,0.301020082,0.085978663,0.031006617,1.32108858,0.863168051,0.256676759,6.931004535,0.902406703,2.772943048,0.379881192,0.000288989,2.422901875,0.723100965,COMPLETE
1565,1565,34.34107252,27:51.2,33:12.8,0 days 00:05:21.603368,0.403047691,0.222942904,0.056921898,2.368888359,0.882383031,0.265418712,4.912834618,0.481896181,2.873339541,0.084832367,0.019224331,3.362462572,0.299730134,COMPLETE
660,660,34.34327721,25:05.6,31:40.8,0 days 00:06:35.207109,0.304903781,0.264005173,0.15173011,1.20519418,0.07400741,0.285722822,6.7855477,0.488379901,3.542895901,0.773406387,0.167160922,2.544276408,0.592008458,COMPLETE
388,388,34.34394341,26:11.0,32:45.9,0 days 00:06:34.960974,0.240937581,0.176609591,0.102387002,10.08640222,0.918599129,0.217225695,6.709217019,0.589060399,1.477718075,0.981523862,0.036539498,5.667390031,0.363797672,COMPLETE
1293,1293,34.35163085,06:39.0,12:33.1,0 days 00:05:54.085717,0.19087372,0.235499953,0.02800398,1.110291308,0.984526438,0.370559569,5.375424207,0.408530623,1.932483086,0.539963488,0.113723852,4.880043055,0.357450043,COMPLETE
807,807,34.35182293,58:56.8,05:31.8,0 days 00:06:35.044404,0.310517677,0.222351693,8.39E-05,2.884617672,0.033557929,0.347562734,5.321960425,0.394181868,3.402045484,0.899421616,0.171538586,2.899160784,0.686391182,COMPLETE
615,615,34.35395252,25:36.3,32:10.1,0 days 00:06:33.810128,0.346171242,0.282729316,0.449331337,1.783554706,0.966610453,0.182305701,11.04501874,0.402984619,2.221899436,0.421735986,0.029381128,2.492951561,0.459810469,COMPLETE
1490,1490,34.35419834,59:04.9,04:58.3,0 days 00:05:53.393024,0.264527425,0.2909485,0.102435465,1.660536796,0.922940883,0.30333436,4.468547495,0.491671261,2.007909387,0.6017424,0.120355116,4.17416321,0.272067124,COMPLETE
1219,1219,34.35785552,38:25.0,44:20.1,0 days 00:05:55.123028,0.212223216,0.20658709,0.01909052,1.585056636,0.962104924,0.376780197,4.869424266,0.378175354,2.680415612,0.565776098,0.149870802,4.122287115,0.407713588,COMPLETE
554,554,34.35914299,05:40.1,12:14.1,0 days 00:06:33.995388,0.26783999,0.090662382,0.017089033,1.010443303,0.88630111,0.218643882,6.042689071,0.674728229,3.422005437,0.912410083,0.103400342,5.688421259,0.609054759,COMPLETE
1680,1680,34.35930124,46:45.9,52:36.4,0 days 00:05:50.518569,0.27435085,0.143722932,0.040826763,7.029346238,0.881048653,0.230291214,6.469430487,0.456184003,3.689410243,0.516531783,0.037223868,4.075701331,0.284939947,COMPLETE
907,907,34.36046131,33:54.1,40:33.8,0 days 00:06:39.658765,0.342429776,0.614856355,0.498932844,2.535593828,0.642775756,0.21201368,4.72007226,0.736739274,3.993422575,0.348711714,0.321451772,2.205948652,0.693855433,COMPLETE
1046,1046,34.36060499,13:25.4,20:02.8,0 days 00:06:37.396065,0.290203148,0.382896235,0.131396849,1.411940921,0.955749562,0.228407538,7.173993526,0.499262473,1.496872788,0.481458303,0.137170824,2.696446143,0.469438581,COMPLETE
414,414,34.3623931,00:25.1,07:00.5,0 days 00:06:35.444775,0.136677746,0.141466244,0.00028661,1.615279906,0.977252681,0.25255214,7.259992304,0.476513414,1.597897439,0.953149417,0.046333705,6.051805339,0.623927818,COMPLETE
260,260,34.3648899,36:32.2,43:07.4,0 days 00:06:35.149133,0.456134076,0.103565993,0.083904518,1.782094872,0.977553833,0.265899642,7.274556758,0.491562097,2.590689061,0.417678435,0.053476947,2.773058357,0.455693729,COMPLETE
829,829,34.36576734,26:50.4,33:02.7,0 days 00:06:12.317439,0.323598394,0.32712564,0.040855114,3.749199088,0.084798605,0.277463728,6.078329138,0.433288143,4.355419658,0.879394578,0.186416915,2.514900397,0.681348958,COMPLETE
1538,1538,34.36704046,56:10.1,02:05.7,0 days 00:05:55.548708,0.203109586,0.228293728,0.093036799,1.253859105,0.337786593,0.306906231,5.412899605,0.489421915,2.977365082,0.567575074,0.00026866,5.127196774,0.321318191,COMPLETE
1295,1295,34.36726606,08:22.5,14:18.8,0 days 00:05:56.315145,0.153958625,0.240845126,0.0232728,1.557223825,0.965994772,0.329310769,5.346228347,0.414708123,1.781629563,0.534980147,0.144829045,5.018974123,0.327650113,COMPLETE
711,711,34.36736432,33:14.6,39:51.9,0 days 00:06:37.255459,0.293312683,0.308693838,0.090498642,6.128057554,0.082679846,0.248158001,7.982616019,0.461579561,3.129923441,0.986629712,0.10885136,3.374945874,0.568559348,COMPLETE
985,985,34.36751711,22:33.1,30:30.3,0 days 00:07:57.237437,0.258289932,0.405004192,0.10489129,1.610060574,0.808809346,0.177198435,7.552145463,0.973434168,1.350338297,0.44259561,0.135102882,3.134918686,0.43740536,COMPLETE
1896,1896,34.36815437,09:18.4,15:58.8,0 days 00:06:40.414513,0.282927407,0.069432065,0.622112527,2.044567957,0.807247716,0.254327958,6.841077941,0.461958189,2.560999291,0.505708646,0.115761343,4.528680835,0.314313136,COMPLETE
230,230,34.36833549,56:36.7,03:11.9,0 days 00:06:35.216166,0.16457113,0.550029687,0.126966462,9.255083589,0.550285704,0.203017771,8.011189197,0.426452306,2.203510795,0.737836591,0.091824414,5.617862785,0.59163917,COMPLETE
1440,1440,34.36841428,59:54.7,05:52.3,0 days 00:05:57.519742,0.428937688,0.154559019,0.015683162,1.713596126,0.941960307,0.311126589,5.874650618,0.339597904,2.70388058,0.511279289,0.135431869,3.288349916,0.287884956,COMPLETE
1478,1478,34.37516239,45:24.8,51:18.4,0 days 00:05:53.570667,0.236399384,0.233600428,0.064928893,1.454675181,0.981268661,0.336728238,4.880277782,0.387207245,2.744375297,0.528398759,0.076116982,3.682669629,0.378245625,COMPLETE
1268,1268,34.37591454,37:11.5,43:05.5,0 days 00:05:53.950968,0.207100577,0.198749382,0.050481058,1.523663393,0.910435407,0.396647633,4.978274543,0.338443886,2.31025949,0.560955291,0.163830236,4.516807651,0.281293959,COMPLETE
353,353,34.37767663,39:55.8,46:31.3,0 days 00:06:35.508309,0.339307946,0.357370316,0.02002537,1.254623562,0.708213655,0.225035942,4.503546842,0.69355066,3.230392486,0.935560692,0.110617708,2.506579059,0.422446689,COMPLETE
585,585,34.37963512,45:50.2,52:25.2,0 days 00:06:35.042630,0.341077745,0.326385833,0.377918558,1.159950457,0.945053125,0.146777317,11.31535581,0.372470173,2.297987808,0.405044489,0.142367532,1.13077488,0.478601082,COMPLETE
246,246,34.38213761,17:28.1,24:09.2,0 days 00:06:41.085413,0.239383413,0.312301815,0.103602968,8.645535426,0.85045456,0.215202358,7.829792556,0.501925455,2.926967388,0.9783931,0.014701868,3.742767843,0.606025362,COMPLETE
374,374,34.38514346,07:24.6,14:05.1,0 days 00:06:40.542384,0.237957812,0.347683242,0.03909487,3.076667192,0.730548933,0.261759753,6.235116913,0.646423445,3.31499422,0.952981641,0.214855476,2.095709261,0.462736702,COMPLETE
1061,1061,34.38665175,31:49.8,37:37.8,0 days 00:05:47.996741,0.073242466,0.855804912,0.63498978,1.586057028,0.7678019,0.2180595,6.425170377,0.527720536,2.280624241,0.714020835,0.174126064,3.586879536,0.57661017,COMPLETE
670,670,34.38724871,38:14.1,44:52.2,0 days 00:06:38.016191,0.32917035,0.300699457,0.161742036,1.46405879,0.533669229,0.244516133,7.02730127,0.448574818,3.208486669,0.816950083,0.234416634,2.342754189,0.622238971,COMPLETE
299,299,34.38995221,27:19.9,33:52.9,0 days 00:06:33.028297,0.436118047,0.483756018,0.016991934,2.132816578,0.902362433,0.192054221,8.024774184,0.466639543,3.573087387,0.9368671,0.03968408,5.621409538,0.833822029,COMPLETE
1614,1614,34.39007492,26:23.0,32:24.4,0 days 00:06:01.334586,0.279187568,0.131210706,0.012346069,5.863515403,0.851875009,0.244956749,6.549117571,0.412438531,4.157028675,0.505496735,0.041419833,4.522483492,0.292333014,COMPLETE
1552,1552,34.39026049,13:49.2,19:45.4,0 days 00:05:56.215722,0.196399606,0.05419521,0.000613644,7.089297216,0.941289139,0.289310471,4.639424372,0.370404726,2.463749388,0.519043018,0.110519074,4.358164433,0.346123927,COMPLETE
1114,1114,34.39267919,34:50.0,40:09.8,0 days 00:05:19.778694,0.293225822,0.238056919,0.096482491,10.13194949,0.999385579,0.209461578,5.52951537,0.322776233,3.592269818,0.44506727,0.001157658,2.848361643,0.565731666,COMPLETE
1344,1344,34.39283295,05:43.3,11:37.3,0 days 00:05:54.001700,0.192126099,0.212855105,0.0228971,1.417624164,0.896071697,0.369556485,4.883439364,0.343079587,3.329697465,0.208431354,0.183605462,4.60580104,0.26582185,COMPLETE
211,211,34.39363154,30:50.2,37:23.6,0 days 00:06:33.326851,0.372747489,0.03713081,0.027340077,6.706754002,0.948905106,0.198157522,5.939833124,0.445822441,3.830432774,0.941372022,0.078103739,3.045788536,0.552205092,COMPLETE
1250,1250,34.39440182,14:53.5,20:49.9,0 days 00:05:56.490158,0.22702283,0.156557652,4.77E-05,1.385737401,0.953310112,0.373313742,5.368307782,0.204784961,2.573013147,0.520683636,0.150581072,4.379288167,0.297622591,COMPLETE
987,987,34.39746527,26:50.4,34:53.9,0 days 00:08:03.440784,0.277274604,0.402186944,0.11801037,1.827204707,0.780487164,0.218522159,7.613686874,0.979506124,1.167865975,0.391891812,0.12523952,3.274630556,0.425766976,COMPLETE
483,483,34.3988555,31:41.2,38:16.1,0 days 00:06:34.902494,0.327132848,0.477252478,0.034214345,2.437856725,0.999692578,0.205297009,7.785350083,0.660013706,2.00138026,0.958992795,0.057424742,5.928004746,0.616119715,COMPLETE
1153,1153,34.39934658,21:04.6,27:03.1,0 days 00:05:58.542109,0.378885192,0.196643941,0.021376542,1.256128362,0.999928384,0.29908439,6.78605047,0.411266099,3.480488724,0.969209426,0.017239494,3.3675016,0.544244983,COMPLETE
837,837,34.40023664,37:21.3,43:30.7,0 days 00:06:09.438488,0.331327301,0.283487353,0.017473903,3.025040399,0.073107061,0.293960613,5.607337403,0.379035805,3.567962603,0.392484437,0.14985421,2.087401486,0.684419515,COMPLETE
406,406,34.40051065,49:37.8,56:17.8,0 days 00:06:39.948879,0.147798606,0.227237087,0.018641084,11.75919331,0.715821937,0.270797631,8.161959296,0.157495729,2.206264558,0.928450418,0.107489893,6.29941608,0.438695073,COMPLETE
1259,1259,34.40274622,25:29.6,31:20.7,0 days 00:05:51.077358,0.230609975,0.227430807,0.082638202,1.195976598,0.976982028,0.341292448,4.705738418,0.472726752,2.248941112,0.597311776,0.125340736,4.539725474,0.323188624,COMPLETE
1464,1464,34.40325816,27:55.4,33:50.5,0 days 00:05:55.109453,0.256576381,0.281012795,0.018765578,1.931752919,0.933290687,0.290323262,4.873622225,0.346173057,2.961437493,0.624996182,0.135148923,3.857757805,0.390601968,COMPLETE
345,345,34.40517683,28:54.9,35:27.4,0 days 00:06:32.445442,0.424813524,0.377874271,0.048969839,1.470497003,0.614014336,0.253144577,5.027456803,0.662179684,4.05764544,0.542578825,0.199752059,2.023681087,0.607416926,COMPLETE
805,805,34.41067381,55:43.3,02:20.7,0 days 00:06:37.407406,0.31701628,0.211741664,0.158290973,1.397119933,0.093445876,0.307582149,4.744810842,0.479031853,3.421411307,0.887410757,0.197186601,1.976520588,0.691028309,COMPLETE
253,253,34.41346912,26:32.8,33:09.6,0 days 00:06:36.739479,0.441918113,0.142774849,0.060439264,3.903184158,0.886602024,0.247757584,7.459709564,0.442833233,5.684879978,0.432613347,0.204751477,3.090982195,0.544940739,COMPLETE
1810,1810,34.41418224,26:05.3,32:13.4,0 days 00:06:08.092297,0.28606214,0.043287503,0.040298465,1.536330381,0.826783553,0.18528713,5.415698226,0.476128286,6.05997439,0.518081147,0.015954427,9.484296665,0.259749744,COMPLETE
1947,1947,34.41460099,41:41.2,50:00.1,0 days 00:08:18.851669,0.486481486,0.053308648,0.636886058,1.807173196,0.919352597,0.213596639,6.131540244,0.443250959,7.307334712,0.575609028,0.159529773,4.582389573,0.499488103,COMPLETE
1755,1755,34.41610414,15:45.9,21:34.2,0 days 00:05:48.231219,0.485196874,0.115486298,0.048952509,7.432995512,0.899656701,0.296816393,6.026375501,0.332784428,5.12331311,0.241891187,0.053723797,1.188687062,0.258918491,COMPLETE
1379,1379,34.41803998,47:11.5,53:03.0,0 days 00:05:51.468283,0.19853694,0.000498455,0.050590331,1.372528836,0.930369146,0.325246545,5.168653462,0.391511244,5.145049968,0.550525955,0.085754856,3.551492995,0.331380308,COMPLETE
1072,1072,34.41908713,46:09.4,52:13.0,0 days 00:06:03.564653,0.270737514,0.251744996,0.663197184,1.215179314,0.999126431,0.212539679,6.176943077,0.140655491,2.636054126,0.434236677,0.057335377,3.953692835,0.476002312,COMPLETE
277,277,34.419199,58:59.6,05:34.6,0 days 00:06:35.022094,0.26530419,0.195501583,0.667697872,2.578143181,0.972611365,0.19999796,6.879932946,0.459092406,3.162769265,0.451076144,0.025390281,3.184558465,0.581450245,COMPLETE
1746,1746,34.41994827,05:49.3,11:41.7,0 days 00:05:52.312180,0.479591033,0.050529134,0.017631381,8.083364733,0.88543743,0.264520363,6.60336743,0.30658059,4.487160969,0.434741402,0.656485767,1.448977133,0.322164477,COMPLETE
1743,1743,34.42154974,01:30.9,07:28.6,0 days 00:05:57.706373,0.499645014,0.093751252,0.01719645,7.890636679,0.848747114,0.242971683,6.17163215,0.29614751,4.320515894,0.441161269,0.067870151,1.212772387,0.313997306,COMPLETE
1694,1694,34.42418541,02:34.3,08:32.7,0 days 00:05:58.353618,0.258039237,0.175087771,0.001603306,8.381773203,0.816379821,0.277898579,6.515561608,0.371023971,3.645549438,0.568854053,0.061314001,4.026649663,0.297980012,COMPLETE
257,257,34.42476146,32:33.5,39:12.4,0 days 00:06:38.903765,0.438644081,0.133874862,0.05121527,1.726385429,0.981996938,0.252080428,7.489996666,0.48603848,3.262344596,0.393470501,0.042214039,2.986108854,0.543395085,COMPLETE
1857,1857,34.42492621,21:37.0,27:40.7,0 days 00:06:03.723635,0.212124228,0.114826204,0.368703435,2.032849516,0.971267767,0.258751755,5.499025954,0.387322923,3.532726713,0.645605348,0.141507873,4.606511226,0.303121694,COMPLETE
664,664,34.426392,30:58.2,37:33.4,0 days 00:06:35.179199,0.313476604,0.291170881,0.172192986,1.000054121,0.496288516,0.266624851,6.723303054,0.481043032,4.05033131,0.764682866,0.189977214,2.893193063,0.551754615,COMPLETE
1446,1446,34.42954506,07:03.4,12:58.2,0 days 00:05:54.756943,0.202402044,0.300432571,0.240867124,2.216692495,0.407296004,0.281747652,5.333960411,0.471601655,3.694677373,0.000535382,0.177127103,4.11560957,0.31629972,COMPLETE
1815,1815,34.43045553,32:13.6,37:35.3,0 days 00:05:21.747103,0.263236013,0.094530534,0.00078351,1.202338079,0.743971403,0.309649826,5.00980343,0.156360847,4.977653499,0.520975728,0.102596647,3.695354216,0.337233826,COMPLETE
1368,1368,34.43202552,35:19.2,41:12.1,0 days 00:05:52.931434,0.147935679,0.19578496,0.038006836,3.050979639,0.965384624,0.270268201,5.51628733,0.48765015,5.931749857,0.525126947,0.118153056,4.218908338,0.228213636,COMPLETE
1414,1414,34.43203753,28:41.2,34:33.6,0 days 00:05:52.438101,0.238941056,0.297399016,0.033840044,1.505326501,0.979426291,0.308361639,5.97190587,0.437488996,2.431074458,0.53170875,0.189037724,3.93890546,0.264548443,COMPLETE
272,272,34.43329067,52:28.5,58:59.4,0 days 00:06:30.938709,0.148251708,0.079461363,0.636260521,2.653915436,0.42585605,0.14866777,7.152132143,0.437232273,2.815755547,0.31450161,0.080308182,4.485877024,0.909228497,COMPLETE
1239,1239,34.43351763,02:00.8,07:51.0,0 days 00:05:50.162275,0.217695913,0.211791826,0.023543598,1.207734399,0.979084159,0.314402382,5.147942246,0.024781282,3.276067823,0.547642232,0.152531823,3.937400481,0.330506716,COMPLETE
892,892,34.43405633,13:18.8,20:14.0,0 days 00:06:55.180535,0.318620343,0.701085805,0.516354668,2.268531101,0.031776253,0.339299933,3.892172062,0.820588028,3.638378606,0.288048455,0.191082946,1.698747947,0.721881015,COMPLETE
847,847,34.43520581,49:41.4,55:45.1,0 days 00:06:03.610148,0.343687354,0.022366174,0.02909818,2.724332441,0.091594163,0.241962471,6.297489416,0.386867869,4.122797937,0.979490335,0.237629693,2.949072164,0.621732786,COMPLETE
1510,1510,34.43553375,22:39.5,28:39.9,0 days 00:06:00.444698,0.279401584,0.025263691,0.056164673,1.771003863,0.672412327,0.378749162,6.156637299,0.421871851,2.595363244,0.456949439,0.058841511,3.677231399,0.428677394,COMPLETE
1744,1744,34.4365181,01:54.3,07:51.0,0 days 00:05:56.694047,0.457609177,0.092314408,0.017654514,8.196054933,0.81599521,0.245688594,6.256656517,0.288146795,4.378639999,0.44424486,0.081669141,1.259763505,0.313585329,COMPLETE
972,972,34.43807778,05:28.9,12:03.3,0 days 00:06:34.309364,0.27087192,0.398196574,0.107602205,1.696382153,0.815479602,0.215869421,7.479817792,0.512892671,2.887639577,0.396081695,0.112024248,2.918287503,0.468202422,COMPLETE
1343,1343,34.44088666,05:31.0,11:29.1,0 days 00:05:58.097178,0.189527585,0.209246368,0.020236819,1.007653961,0.93058001,0.364529292,4.76886755,0.510460962,6.055750679,0.594083206,0.206533522,4.737504121,0.396171988,COMPLETE
2018,2018,34.44159729,15:34.9,21:32.0,0 days 00:05:57.116755,0.20368628,0.18238638,0.017095551,1.458276854,0.951823686,0.275559141,5.203019508,0.445511671,4.826653029,0.41327566,0.149845684,1.257064185,0.214809014,COMPLETE
642,642,34.44290979,02:48.5,09:22.0,0 days 00:06:33.537150,0.302708704,0.026397433,0.120236406,2.21581768,0.278086654,0.239095888,7.734535052,0.452455446,3.831945392,0.80268993,0.060960414,4.086982376,0.431595315,COMPLETE
194,194,34.44579566,07:25.8,14:00.1,0 days 00:06:34.272587,0.459676568,0.104417079,0.866534924,1.515487337,0.913242458,0.192216688,4.165513054,0.584617267,3.022443304,0.822506967,0.05036348,3.159800695,0.482403613,COMPLETE
910,910,34.44647927,37:29.7,44:08.9,0 days 00:06:39.178121,0.324967405,0.441011498,0.001077974,1.960056327,0.06510825,0.248764546,6.524944554,0.449397774,3.277405846,0.263176233,0.163512419,2.210529371,0.695202292,COMPLETE
1634,1634,34.44833589,50:26.1,56:24.0,0 days 00:05:57.932763,0.294795483,0.146590531,0.030575023,8.587496567,0.845441596,0.266168061,6.070800952,0.422930121,4.011504487,0.509736306,0.012775015,4.147442679,0.823356734,COMPLETE
1587,1587,34.45076704,55:19.8,01:20.9,0 days 00:06:01.103919,0.270351477,0.212112284,0.142078301,1.391752384,0.302381608,0.338287482,5.582306612,0.21565355,5.969490954,0.932202903,0.161398917,3.137518898,0.699548631,COMPLETE
450,450,34.45081025,47:09.6,53:45.9,0 days 00:06:36.302730,0.276346725,0.435086421,0.13719514,1.383356039,0.94815214,0.269639291,6.294737941,0.622814705,1.528271042,0.997933275,0.000597201,4.375234406,0.718541765,COMPLETE
1724,1724,34.45162031,38:06.0,43:56.3,0 days 00:05:50.286935,0.474596263,0.141604515,0.052038986,7.160709602,0.914137734,0.287999618,5.703910242,0.435550937,3.59875695,0.532646791,0.059854051,1.407181698,0.262465391,COMPLETE
1303,1303,34.45396792,18:25.3,24:17.5,0 days 00:05:52.247160,0.223672696,0.281594937,0.050785308,1.571565689,0.965821421,0.321988615,4.960943736,0.360887359,1.668512686,0.505007831,0.179115588,4.288166253,0.306406826,COMPLETE
1053,1053,34.45460871,24:35.8,29:58.9,0 days 00:05:23.078552,0.30563475,0.365550029,0.073995628,4.277776648,0.977476398,0.194535924,7.241541027,0.53240474,3.257452004,0.38605213,0.068104474,1.358317912,0.51098576,COMPLETE
1839,1839,34.45978509,59:35.0,05:29.6,0 days 00:05:54.654794,0.222492741,0.159755183,0.436855919,1.725026861,0.944953673,0.286034953,5.62694191,0.339814244,3.301260694,0.557161601,0.001805396,3.456879118,0.475594412,COMPLETE
1966,1966,34.45979719,12:51.3,19:16.2,0 days 00:06:24.958924,0.27576204,0.274919151,0.029595761,8.662081867,0.888146591,0.289816337,5.375380795,0.401407384,4.467214558,0.400251523,0.173481297,4.047108087,0.441047035,COMPLETE
1785,1785,34.46202536,53:44.0,00:14.8,0 days 00:06:30.837127,0.229200227,0.119899572,2.14E-06,4.968722788,0.929848451,0.216110692,5.298198885,0.309946561,5.844613941,0.488648786,0.040340911,4.265004455,0.314854522,COMPLETE
