,number,value,datetime_start,datetime_complete,duration,params_beta,params_f_cross_layer,params_hi5_cin_fn_k,params_hi5_dur_cin_par1,params_hi5_rel_beta,params_hpv16_cin_fn_k,params_hpv16_dur_cin_par1,params_hpv18_cin_fn_k,params_hpv18_dur_cin_par1,params_m_cross_layer,params_ohr_cin_fn_k,params_ohr_dur_cin_par1,params_ohr_rel_beta,state
531,531,37.92474925,35:49.3,42:30.5,0 days 00:06:41.181143,0.465393267,0.493112181,0.137355398,1.80042577,0.957633928,0.332052724,7.887708009,0.608230768,1.264941185,0.497746693,0.113730815,4.360416879,0.758866001,COMPLETE
1276,1276,37.93368506,44:52.9,50:50.3,0 days 00:05:57.459178,0.214921827,0.179215567,0.067062554,1.28880967,0.965442371,0.320590162,5.7672585,0.376366159,2.416185967,0.544956167,0.707852472,4.261510307,0.344362418,COMPLETE
380,380,37.94115355,14:52.6,21:13.8,0 days 00:06:21.198661,0.040965081,0.144057674,0.064073927,1.674907928,0.967893835,0.2343314,5.683577129,0.635713445,1.785907711,0.866273292,0.025664412,3.049273357,0.726048239,COMPLETE
546,546,37.94734459,55:48.5,02:19.6,0 days 00:06:31.044413,0.306201508,0.051804703,0.105777954,3.416961919,0.97737073,0.116407023,7.534997002,0.442109751,2.170791153,0.942973287,0.045802028,4.56852259,0.666437864,COMPLETE
577,577,37.96138877,35:44.8,42:28.2,0 days 00:06:43.354572,0.376771803,0.286646729,0.446461694,1.574783663,0.972013882,0.213391478,11.49249188,0.945904268,2.732407567,0.408094229,0.126927698,1.353956557,0.526056749,COMPLETE
1270,1270,37.97781575,38:38.8,44:37.9,0 days 00:05:59.136030,0.206411397,0.205879839,0.057446892,1.756358962,0.951302027,0.36066746,4.934050024,0.357417157,11.99298024,0.557945085,0.166134786,4.674156685,0.31946157,COMPLETE
1847,1847,37.99892886,09:41.5,15:35.1,0 days 00:05:53.575241,0.192978525,0.146325542,0.479854908,1.449876962,0.877177797,0.385674514,6.18528781,0.311447915,4.132862792,0.544313268,0.1213599,4.097339221,0.281583652,COMPLETE
57,57,37.99957903,11:21.2,17:25.9,0 days 00:06:04.721554,0.020180498,0.065656303,0.072012377,10.15425401,0.668193083,0.295094799,9.749457403,0.600028009,1.01111862,0.448888482,0.185036695,6.877809563,0.726537703,COMPLETE
760,760,38.03671818,51:51.9,58:53.1,0 days 00:07:01.218162,0.167893848,0.227370442,0.019498427,1.857495566,0.937639873,0.320084418,7.367861365,0.385522001,2.444972728,0.998259886,8.11E-05,4.049942602,0.697748962,COMPLETE
358,358,38.06191577,46:31.4,53:11.8,0 days 00:06:40.334221,0.334215023,0.354258221,0.885456916,2.083925775,0.586851141,0.223829687,5.19237647,0.692672577,3.574271108,0.912293503,0.176309355,6.967968346,0.392008058,COMPLETE
778,778,38.08144672,19:12.2,26:08.6,0 days 00:06:56.388988,0.361114422,0.330278008,0.19711727,11.60608683,0.996059656,0.203321649,10.80144126,0.744892611,1.738935837,0.502201267,0.123376353,1.023906251,0.532122283,COMPLETE
377,377,38.10194585,11:23.5,17:59.1,0 days 00:06:35.533695,0.130640508,0.13635215,0.046280196,3.017700532,0.965238321,0.32708017,5.945630996,0.642041035,3.757918657,0.950508299,0.787903619,2.979639932,0.491432165,COMPLETE
1579,1579,38.11237164,44:13.0,50:25.7,0 days 00:06:12.750265,0.223594316,0.302487847,0.0302622,1.672551759,0.982478565,0.361608236,7.973103462,0.410568379,2.63809581,0.262258468,0.118485372,3.596858878,0.256000221,COMPLETE
1980,1980,38.1126398,29:45.2,36:00.4,0 days 00:06:15.162132,0.475716041,0.137220459,0.028642911,6.886396994,0.978977449,0.374741567,6.431666245,0.492591902,3.676748453,0.594852674,0.054450922,3.314042649,0.239363431,COMPLETE
568,568,38.11703934,24:38.1,31:24.3,0 days 00:06:46.158955,0.354437507,0.31731849,0.000936467,1.953192365,0.920508237,0.181906322,11.13594829,0.483974687,3.085363658,0.457873621,0.929780894,2.13599632,0.707171374,COMPLETE
89,89,38.12318919,51:52.0,00:05.6,0 days 00:08:13.601107,0.399537816,0.206270294,0.042501776,4.777572409,0.862010021,0.008511261,11.93187802,0.430066455,2.982961911,0.894491744,0.308045694,2.591402005,0.546109223,COMPLETE
1008,1008,38.13122044,42:45.4,48:35.8,0 days 00:05:50.387044,0.277629292,0.372482868,0.103534622,1.002610913,0.998729627,0.145418514,6.625253437,0.958963416,1.651158894,0.435201329,0.084935836,3.255106282,0.483566444,COMPLETE
1426,1426,38.14154418,43:04.5,49:04.8,0 days 00:06:00.254295,0.218998965,0.275119001,0.072442394,2.482596437,0.916735383,0.288920687,5.093624651,0.368836693,9.927526679,0.490046604,0.216122125,3.542108529,0.34112476,COMPLETE
71,71,38.14206143,28:24.8,35:07.1,0 days 00:06:42.327296,0.405275496,0.249674936,0.150845959,9.535293732,0.829132256,0.218861355,9.197083793,0.565143085,1.97243339,0.593961126,0.132864941,7.542643022,0.5211102,COMPLETE
30,30,38.15460599,33:52.1,41:14.4,0 days 00:07:22.251266,0.056067987,0.312836886,0.123196751,8.90154148,0.379125975,0.218833497,2.269880413,0.738119524,4.998339637,0.185973617,0.604960353,10.38277673,0.37505536,COMPLETE
88,88,38.15912203,50:51.5,58:57.6,0 days 00:08:06.190128,0.471157614,0.034765894,0.036968207,11.50131343,0.997841086,0.07916531,11.33521004,0.231413163,2.832075244,0.88650171,0.085822677,3.062920059,0.874248657,COMPLETE
939,939,38.16265002,22:57.1,28:26.8,0 days 00:05:29.665477,0.264025678,0.035647022,0.173101792,1.562981967,0.570322423,0.114102604,6.257607562,0.493672791,3.603794702,0.977706194,0.028460779,1.616099693,0.465733461,COMPLETE
526,526,38.2238665,29:13.1,35:58.8,0 days 00:06:45.705646,0.368994312,0.586213148,0.090884689,1.205686564,0.96135484,0.469079793,5.575365231,0.512016562,1.254244148,0.921905623,0.030498477,3.672367637,0.682293884,COMPLETE
582,582,38.23590352,42:28.3,49:01.5,0 days 00:06:33.248122,0.325575752,0.304548137,0.381454751,1.314034381,0.978892397,0.095542809,11.9564186,0.36825545,2.375932381,0.400328214,0.135247462,1.069609218,0.471770676,COMPLETE
681,681,38.24259937,54:28.8,00:19.9,0 days 00:05:51.098177,0.336071413,0.31803473,0.208434413,11.40999778,0.024526,0.313325679,7.671394603,0.755788962,3.024912811,0.963795132,0.141969776,3.140334199,0.30891657,COMPLETE
901,901,38.24979232,24:42.8,31:31.9,0 days 00:06:49.171810,0.366580804,0.645233764,0.28798517,1.184599216,0.761799356,0.267737562,4.47313195,0.96034773,5.91570895,0.555684755,0.13892394,3.40090718,0.665214167,COMPLETE
1140,1140,38.25797165,04:10.0,10:02.2,0 days 00:05:52.195100,0.289386579,0.282721643,0.055687957,1.538269008,0.784122577,0.224019755,2.918129243,0.483914802,3.003936529,0.377904844,0.146884351,2.286985818,0.528083574,COMPLETE
1031,1031,38.26214501,53:55.8,00:21.8,0 days 00:06:26.036486,0.307111184,0.441510966,0.065280114,1.496275325,0.856628929,0.214203418,11.66896201,0.946960076,3.065215383,0.421398548,0.02357611,3.339980611,0.452386512,COMPLETE
1170,1170,38.27535971,40:06.9,45:58.3,0 days 00:05:51.397939,0.257094288,0.355480315,0.072473784,3.045360307,0.980829495,0.119836878,6.570867738,0.451788204,2.77639265,0.367305435,0.019670518,3.711442599,0.583772148,COMPLETE
1045,1045,38.30614554,12:43.6,19:18.6,0 days 00:06:34.969608,0.295443718,0.433513794,0.125717388,1.454625279,0.950768895,0.232104902,7.906174933,0.505681324,6.656723177,0.45787942,0.141464033,3.7357439,0.467014231,COMPLETE
135,135,38.39941598,51:55.1,58:40.6,0 days 00:06:45.548328,0.458622017,0.005945702,0.56047726,1.371721302,0.799066898,0.28170505,6.285650864,0.466841343,5.413847254,0.601523956,0.377266616,4.341137774,0.580264812,COMPLETE
958,958,38.43520722,44:52.3,50:31.1,0 days 00:05:38.809592,0.320976403,0.345003621,9.72E-06,1.535057032,0.89110394,0.246017378,7.788647951,0.698361608,3.193221818,0.450509021,0.244700609,1.847182536,0.690268573,COMPLETE
884,884,38.44630347,39:24.2,08:57.7,0 days 00:29:33.564286,0.332788341,0.074949504,0.336814782,2.657354807,0.842874312,0.448564932,5.685881309,0.434471981,3.334860416,0.357621738,0.222481102,2.382522041,0.690992667,COMPLETE
449,449,38.4890271,46:41.2,53:13.8,0 days 00:06:32.566084,0.265747257,0.430996279,0.108598295,1.949689131,0.946565609,0.270727878,2.511856648,0.622882608,1.491139421,0.99824721,0.041139256,4.780441301,0.702568848,COMPLETE
547,547,38.58361509,55:56.4,02:35.2,0 days 00:06:38.737681,0.160099949,0.350831329,0.111024771,2.537415304,0.985280254,0.304387559,7.43661874,0.442412825,6.041722089,0.943556346,0.041507398,3.428145843,0.590313812,COMPLETE
754,754,38.61705443,43:54.0,51:00.3,0 days 00:07:06.312507,0.327076485,0.362970324,0.120401835,11.40824505,0.922001063,0.125152212,8.533163098,0.501255383,10.54203686,0.976741557,0.102823338,2.992747702,0.505053627,COMPLETE
1819,1819,38.64147845,36:02.6,41:38.7,0 days 00:05:36.042157,0.200855262,0.082101162,0.000384677,1.188287135,0.890392193,0.279878576,5.327310953,0.328750093,3.399354596,0.536758333,0.899940303,4.164589088,0.33075684,COMPLETE
791,791,38.64324858,36:33.0,43:45.5,0 days 00:07:12.510555,0.101938768,0.292224265,0.106388693,2.050895916,0.950670939,0.165176657,5.062468031,0.528458023,1.023951426,0.963155044,0.090020422,4.322769539,0.393168911,COMPLETE
475,475,38.64448002,20:08.8,26:48.5,0 days 00:06:39.697858,0.366267513,0.54811924,0.121219338,3.157197966,0.960078719,0.142443111,7.415438884,0.697388593,8.135755501,0.980898394,0.134286914,5.543507612,0.672225343,COMPLETE
107,107,38.66592618,24:51.1,21:12.2,0 days 02:56:21.122603,0.372602667,0.086500304,0.170678047,4.132701166,0.924192931,0.091641757,7.162569931,0.382515846,1.386205835,0.842453728,0.087094215,4.622442313,0.724091844,COMPLETE
1393,1393,38.67937195,04:55.0,10:49.0,0 days 00:05:54.042834,0.120752193,0.496809792,0.000751093,2.899517759,0.251904264,0.37609963,5.431309029,0.490283781,7.949316087,0.580794382,0.121066137,3.29009056,0.356959062,COMPLETE
1872,1872,38.68948413,39:38.0,45:53.4,0 days 00:06:15.358259,0.248375446,0.105308137,0.030828717,1.525624643,0.952545342,0.296514315,9.568102621,0.434092545,3.928583506,0.508971095,0.018773618,4.380509213,0.337614252,COMPLETE
520,520,38.70051349,19:44.6,26:16.6,0 days 00:06:32.066857,0.281104127,0.255680382,0.023148466,2.968913501,0.915390541,0.262309651,2.171682158,0.485822424,2.919839836,0.552058123,0.061763397,2.000085505,0.481512155,COMPLETE
1448,1448,38.75818718,09:57.5,15:56.0,0 days 00:05:58.587272,0.25269069,0.080455196,0.080513496,2.139531461,0.983407777,0.282403548,5.335191933,0.389269375,11.66693206,0.573484414,0.083445167,3.867135724,0.311856109,COMPLETE
1017,1017,38.77701669,52:52.1,44:22.2,0 days 00:51:30.138994,0.300239441,0.41198057,0.079624216,11.10542407,0.962961388,0.240037814,11.23056317,0.962443462,2.933224936,0.441303585,0.049695956,2.97084636,0.532111263,COMPLETE
462,462,38.80691979,03:19.1,09:49.2,0 days 00:06:30.015515,0.232723854,0.34293461,0.043641021,1.799321058,0.913904245,0.172232445,4.481162543,0.649871751,2.370346186,0.499423298,0.104258567,4.16640568,0.480830459,COMPLETE
1557,1557,38.82119952,19:45.5,25:41.9,0 days 00:05:56.422547,0.388145827,0.981927105,0.109476641,1.362894917,0.964171067,0.386217398,5.747870285,0.284089229,3.339970245,0.538398697,0.480590326,3.919707997,0.718206031,COMPLETE
620,620,38.85197754,32:10.1,38:42.2,0 days 00:06:32.108087,0.46856255,0.344638337,0.003177412,1.485092364,0.987448348,0.074614257,11.34278329,0.393360825,1.904693398,0.883750666,0.049044524,3.585014403,0.454566589,COMPLETE
644,644,38.9307508,04:38.9,11:15.8,0 days 00:06:36.902367,0.318293537,0.258037835,0.544673002,2.25983006,0.830557046,0.239743027,10.62673421,0.47576396,3.876033139,0.784090548,0.061218603,4.058618411,0.443564902,COMPLETE
32,32,38.93701506,34:55.7,42:20.7,0 days 00:07:24.951019,0.056156975,0.125097534,0.155534355,8.657460242,0.362923009,0.418225524,7.663815547,0.770158843,2.472221018,0.631691666,0.600646846,10.52198026,0.119599751,COMPLETE
1745,1745,38.96697667,03:48.1,09:46.7,0 days 00:05:58.622876,0.471924498,0.069992419,0.022797524,8.263266712,0.830405853,0.266177594,8.977347784,0.320413444,4.750217383,0.445015571,0.083067085,1.218630813,0.297434142,COMPLETE
85,85,39.04213381,48:20.0,56:13.3,0 days 00:07:53.270955,0.459955804,0.345498132,0.041390315,11.96432434,0.861539353,0.06237702,11.04698453,0.370993997,2.295430646,0.921638199,0.067521464,3.114053966,0.484875031,COMPLETE
280,280,39.05394223,03:03.3,09:42.0,0 days 00:06:38.772307,0.330574545,0.12215872,0.585240053,4.312580838,0.948033591,0.199629623,7.637924306,0.506803115,3.168503132,0.447128945,0.06037133,3.218405423,0.542908513,COMPLETE
1832,1832,39.06099396,51:56.7,57:51.1,0 days 00:05:54.391363,0.176550484,0.018027284,0.558907108,1.977094159,0.915471081,0.257601349,5.915666562,0.365047262,11.44465755,0.592066047,0.002750959,3.149607759,0.441484326,COMPLETE
621,621,39.1019928,35:09.0,41:41.2,0 days 00:06:32.170434,0.459851853,0.35911094,0.00422313,1.45330891,0.986741268,0.069707752,11.36021151,0.429364561,1.881811439,0.824882832,0.047610917,3.548983556,0.467923953,COMPLETE
1375,1375,39.14506814,42:42.7,48:42.7,0 days 00:05:59.965227,0.242375993,0.270401191,0.085609029,1.62586048,0.935831459,0.39340186,5.19260381,0.55925708,5.630343435,0.550296415,0.162254394,3.428922822,0.382526031,COMPLETE
1975,1975,39.14622478,23:35.5,29:45.2,0 days 00:06:09.616996,0.243904294,0.301534565,0.062188068,2.279139796,0.93366673,0.188164769,2.062801338,0.426303568,3.475093535,0.474095344,0.19795279,5.004228082,0.280401881,COMPLETE
470,470,39.16091704,13:36.7,20:08.8,0 days 00:06:32.060431,0.358037993,0.48792132,0.07054139,2.797888728,0.933875009,0.079702164,11.46284001,0.446764561,2.109900887,0.975464111,0.082854614,1.246779438,0.666870665,COMPLETE
92,92,39.17645538,58:49.7,07:36.5,0 days 00:08:46.799223,0.420856781,0.033802955,0.445547261,5.483485644,0.054633451,0.140681725,11.46262529,0.504636323,3.524920141,0.890577178,0.32636319,5.434297724,0.694497871,COMPLETE
366,366,39.18764416,56:38.0,03:12.0,0 days 00:06:33.994427,0.168277258,0.403276002,0.00167275,3.741634555,0.676390749,0.27743429,7.861257939,0.740609041,3.555504358,0.977328867,0.085781339,2.424117188,0.072746002,COMPLETE
110,110,39.19082844,30:00.7,25:43.1,0 days 02:55:42.378611,0.313448951,0.287015419,0.022021443,3.060902153,0.860285634,0.107404939,6.98915316,0.556606715,1.315236399,0.847959304,0.086431808,3.454640065,0.745903795,COMPLETE
737,737,39.20142224,19:47.5,27:16.2,0 days 00:07:28.671325,0.350174209,0.578609873,0.077846702,1.276358693,0.949979787,0.22955586,6.726512594,0.898977836,6.118190644,0.982867464,0.072234635,3.715750959,0.66659134,COMPLETE
804,804,39.21190049,54:26.7,01:01.6,0 days 00:06:34.868972,0.31353478,0.193328981,0.164623099,1.406280467,0.119840164,0.136447177,5.363675121,0.493952683,3.294396981,0.86616135,0.151529496,2.398142681,0.705393006,COMPLETE
556,556,39.25177764,08:54.8,15:34.3,0 days 00:06:39.499946,0.276215402,0.400010703,0.01887002,2.756796916,0.841099426,0.169036834,3.159919059,0.677943629,2.840878895,0.916435673,0.085639375,3.168300888,0.700674076,COMPLETE
1381,1381,39.31033324,49:23.7,55:15.1,0 days 00:05:51.318182,0.197246209,0.227986587,0.042824209,1.38041795,0.981449148,0.325895779,1.405154296,0.399887975,3.2756473,0.225107449,0.186046382,4.558886935,0.322115731,COMPLETE
83,83,39.311275,43:25.3,50:51.4,0 days 00:07:26.065430,0.495653383,0.345178556,0.007654945,11.91893297,0.184433834,0.066718924,11.08537384,0.352730453,2.31497053,0.992170652,0.050288466,3.954025401,0.492375301,COMPLETE
391,391,39.39119971,29:34.7,36:14.5,0 days 00:06:39.857793,0.246016962,0.209511333,0.062433035,2.318293096,0.696631248,0.265476169,6.86209041,0.456925038,9.327863266,0.994123971,0.058135818,5.829885185,0.39686635,COMPLETE
1574,1574,39.39172553,38:03.1,44:12.8,0 days 00:06:09.686417,0.204666249,0.16460613,0.075435986,1.195207482,0.977103846,0.302772524,5.331772164,0.466086525,10.86038993,0.674604264,0.050104,4.255451778,0.388150234,COMPLETE
26,26,39.41762646,26:45.2,34:11.8,0 days 00:07:26.657465,0.061980585,0.3208237,0.118687256,7.365830856,0.127338091,0.499774575,5.71666294,0.541327798,8.417295383,0.656746202,0.985241088,11.86487967,0.002539828,COMPLETE
1471,1471,39.43258564,36:46.8,42:46.0,0 days 00:05:59.238476,0.262024992,0.199958126,0.092696073,1.439536026,0.296787034,0.372394433,5.075979102,0.550780241,2.519204514,0.472724972,0.589608832,4.04870251,0.360887904,COMPLETE
269,269,39.44226642,47:14.3,53:53.5,0 days 00:06:39.204312,0.145156919,0.155638396,0.606827455,5.352867361,0.996338537,0.170736105,7.16467579,0.436117187,1.834024024,0.894411773,0.078585807,4.469774689,0.51197208,COMPLETE
86,86,39.47815698,48:51.9,56:45.0,0 days 00:07:53.096947,0.472134316,0.478511132,0.043073487,11.53380358,0.190982594,0.06044118,11.12563508,0.289888259,2.297679401,0.920741576,0.054206606,3.129803087,0.490365419,COMPLETE
438,438,39.49473428,31:53.0,38:33.7,0 days 00:06:40.671941,0.477383105,0.133246899,0.017632693,3.085215672,0.9642673,0.246012881,7.154634477,0.411122375,2.207269488,0.943528592,0.506504453,5.742353078,0.504068722,COMPLETE
1544,1544,39.50581515,02:34.4,08:31.3,0 days 00:05:56.809849,0.185606737,0.292360476,0.632810834,2.868177423,0.999283753,0.293579679,6.250186496,0.484601824,2.760480189,0.629703301,0.133011221,9.968388143,0.279430549,COMPLETE
1169,1169,39.53552877,39:18.5,45:20.2,0 days 00:06:01.648779,0.278370155,0.349327602,0.122975942,3.016708303,0.858686345,0.257273229,10.71635839,0.345001539,2.010401371,0.362677215,0.331109988,3.831454569,0.583769607,COMPLETE
1363,1363,39.54440962,29:20.9,35:19.1,0 days 00:05:58.250554,0.138082403,0.167584818,0.723296778,3.836307201,0.909978923,0.354848761,4.801990039,0.454042677,3.503312814,0.479919832,0.143885838,4.241120232,0.22079294,COMPLETE
562,562,39.55097212,15:54.7,22:29.5,0 days 00:06:34.809718,0.139955531,0.020949998,0.080844325,2.27651211,0.954697312,0.144913938,5.044964399,0.470550003,1.8769384,0.984392511,0.079103359,6.658081021,0.560207066,COMPLETE
1733,1733,39.57291679,49:48.3,55:42.1,0 days 00:05:53.799022,0.489181284,0.181829568,0.018013347,8.739274684,0.865050747,0.449157931,5.959158033,0.43681015,3.957725489,0.491348168,0.084584017,1.534717642,0.328336682,COMPLETE
325,325,39.57972161,02:26.7,09:02.5,0 days 00:06:35.768778,0.438476402,0.110344732,0.621541838,3.001144355,0.035869879,0.269918061,7.669395312,0.510462308,6.330153354,0.890225277,0.071849239,3.444705454,0.572989744,COMPLETE
719,719,39.61566952,42:42.8,59:59.4,0 days 00:17:16.562824,0.303548156,0.276469506,0.195696159,1.914827131,0.934836477,0.265794731,10.33413121,0.492083725,3.446058911,0.92375589,0.14089886,4.023379749,0.524915104,COMPLETE
6,6,39.61676589,55:56.7,03:49.6,0 days 00:07:52.876823,0.036269101,0.702351733,0.278606476,3.28561035,0.624146939,0.972295567,4.512019852,0.322378369,7.10119434,0.48071787,0.732906715,11.98483767,0.181470974,COMPLETE
1786,1786,39.61766041,56:03.5,02:12.6,0 days 00:06:09.079372,0.219383238,0.127712347,0.046915681,9.103651831,0.869340778,0.216319146,1.603618631,0.403856743,3.426740746,0.532354817,0.102530854,4.192394846,0.316529497,COMPLETE
903,903,39.6508321,28:38.3,35:33.1,0 days 00:06:54.813372,0.341298458,0.263295116,0.288812549,2.451959481,0.51445446,0.587478529,4.645954317,0.843257301,2.790781262,0.324653815,0.145636717,3.349089612,0.676450706,COMPLETE
500,500,39.65360721,53:31.0,00:03.4,0 days 00:06:32.419984,0.381141074,0.527368522,0.08125184,11.98745262,0.476011823,0.039409396,7.565337834,0.654589482,1.411460355,0.259281481,0.044719845,8.923357215,0.443014041,COMPLETE
1976,1976,39.65746154,25:30.1,31:39.0,0 days 00:06:08.911745,0.289510113,0.176301971,0.033661573,1.658798468,0.941132292,0.379938072,6.12724264,0.422065349,3.463155047,0.118801993,0.490139159,4.258790448,0.28532138,COMPLETE
516,516,39.67191051,15:41.2,22:18.8,0 days 00:06:37.596074,0.359457279,0.180168351,0.020473786,2.748379705,0.318693172,0.225891312,2.154216742,0.486848962,2.947226661,0.893821904,0.067722635,5.104906552,0.488393689,COMPLETE
1415,1415,39.67887122,30:17.1,36:12.8,0 days 00:05:55.717488,0.234056787,0.30441822,0.039312839,1.227277251,0.978227805,0.305166442,8.081773782,0.440026122,2.297716772,0.5386328,0.190332885,4.052818012,0.336374749,COMPLETE
708,708,39.73400135,29:04.2,35:44.1,0 days 00:06:39.943212,0.293106794,0.407168375,0.091100785,8.1406793,0.34296595,0.20912207,4.72759466,0.515635234,10.86605641,0.999486199,0.275402948,3.354677682,0.564852387,COMPLETE
623,623,39.7469884,37:53.2,44:12.2,0 days 00:06:19.019425,0.039781626,0.3738637,0.018217764,1.405813808,0.988772533,0.151458156,10.26156499,0.425862168,1.90179222,0.835184169,0.047503206,3.631304204,0.496888415,COMPLETE
1523,1523,39.77008856,38:27.5,44:26.2,0 days 00:05:58.622505,0.17872394,0.501992708,0.110108938,1.276001021,0.653746375,0.31986538,8.301964732,0.560749737,3.626864192,0.582052959,0.1076593,7.174651897,0.329174204,COMPLETE
62,62,39.77249162,17:26.0,23:32.4,0 days 00:06:06.370148,0.021527168,0.151806815,0.808991219,10.57385419,0.67298209,0.306786157,10.08656426,0.654241628,1.652651555,0.455849953,0.012694351,5.690418228,0.645180273,COMPLETE
616,616,39.77530017,28:30.3,35:08.9,0 days 00:06:38.660288,0.481750693,0.334075704,0.441545662,7.868987327,0.999833377,0.178714967,4.905032097,0.396116513,2.722782521,0.41375058,0.028609027,2.509272373,0.576164937,COMPLETE
1729,1729,39.78515739,44:02.4,49:48.3,0 days 00:05:45.892009,0.177254736,0.115227727,6.50E-06,5.621607598,0.919409607,0.249220571,1.184042066,0.05784573,3.831647166,0.530982065,0.035816765,1.41148781,0.28002026,COMPLETE
1372,1372,39.8762117,40:30.8,46:29.9,0 days 00:05:59.130421,0.240869083,0.265012243,0.068791652,1.006478796,0.964792731,0.298174426,5.492524765,0.482533177,6.376244173,0.250904378,0.751529127,3.461640511,0.385941985,COMPLETE
1990,1990,39.92864829,41:56.0,48:01.8,0 days 00:06:05.813403,0.205352643,0.251964931,0.05382757,1.628136954,0.898083132,0.340392648,8.961999803,0.445224761,3.102784504,0.442278671,0.02429975,4.444141494,0.445095612,COMPLETE
67,67,39.92903335,23:32.4,29:56.4,0 days 00:06:23.955080,0.342982818,0.254108334,0.140163098,9.66126884,0.733400337,0.248529862,10.74304851,0.599726395,1.450278757,0.538145306,0.105611912,4.91752326,0.81836657,COMPLETE
370,370,39.9344254,01:50.3,08:15.9,0 days 00:06:25.587952,0.102719581,0.333888134,0.033303677,2.710455989,0.567014976,0.274411084,1.176361533,0.741613844,2.962800337,0.983634392,0.254246675,2.390147225,0.465173043,COMPLETE
1122,1122,39.95071798,43:58.4,49:11.7,0 days 00:05:13.360162,0.021851721,0.300026307,0.034320749,9.762245332,0.978912524,0.168531998,6.60220082,0.432774396,2.911756909,0.421005046,0.125795019,1.010998149,0.497208164,COMPLETE
880,880,39.95613523,33:41.7,40:53.8,0 days 00:07:12.074252,0.356997387,0.354093396,0.346852945,2.500158375,0.060461584,0.524632343,5.20197137,0.385372229,3.339772472,0.443178706,0.223701581,1.298666435,0.683369807,COMPLETE
19,19,39.97839366,12:41.6,20:00.6,0 days 00:07:18.976501,0.02187335,0.526276919,0.26298869,2.560530275,0.234897926,0.00198514,3.613337277,0.498165478,8.094123333,0.074624219,0.9946069,9.028217903,0.180167604,COMPLETE
259,259,39.9934859,33:49.7,40:35.7,0 days 00:06:46.028406,0.468397917,0.178082919,0.075310906,7.310879468,0.146798589,0.242303884,7.565127091,0.568133423,7.683243051,0.383414289,0.178909597,3.263147734,0.565492007,COMPLETE
850,850,40.01713203,53:12.4,59:56.0,0 days 00:06:43.645456,0.339811598,0.014476181,0.0154043,2.791312793,0.064798845,0.049438013,6.000518996,0.384962678,4.080986504,0.986440921,0.237379063,1.721329207,0.736629918,COMPLETE
41,41,40.02869422,49:01.3,56:18.0,0 days 00:07:16.671362,0.096997141,0.011114508,0.326982859,9.819949716,0.317792672,0.440945339,2.392890116,0.814331617,2.443265915,0.332000137,0.396617022,9.605502946,0.301826724,COMPLETE
153,153,40.02907775,12:45.2,19:29.8,0 days 00:06:44.593146,0.412911975,0.069023928,0.651664156,2.737953158,0.90723248,0.313230504,6.702843824,0.431861683,4.549353799,0.407314356,0.057833595,4.839015825,0.614790645,COMPLETE
638,638,40.03570331,57:18.5,03:55.7,0 days 00:06:37.202940,0.336417135,0.394718674,0.113759228,1.20706026,0.285236978,0.162530481,10.89887201,0.452439168,9.386073838,0.928430541,0.163253269,2.923384032,0.45805915,COMPLETE
856,856,40.06953845,00:45.0,07:44.7,0 days 00:06:59.645776,0.021180748,0.054156566,0.01718307,3.29377953,0.050502674,0.278547709,6.38791848,0.365311019,3.727369439,0.979945583,0.286853048,1.774006311,0.722251361,COMPLETE
1132,1132,40.22329702,55:27.6,01:24.8,0 days 00:05:57.198984,0.190146728,0.177021983,0.11810463,1.001011773,0.868978938,0.091658833,7.026568985,0.426277451,3.378808353,0.484689315,0.031984558,3.474185326,0.42923087,COMPLETE
103,103,40.27372825,16:10.1,24:51.0,0 days 00:08:40.896884,0.047086249,0.080554813,0.059064834,8.185841231,0.966352846,0.790596342,5.677835826,0.534817845,2.574723966,0.942998111,0.230525993,1.972479596,0.667559726,COMPLETE
1850,1850,40.28755262,13:14.9,19:07.3,0 days 00:05:52.461175,0.234211843,0.136747986,0.334788559,8.895291253,0.930367521,0.22990392,5.240464195,0.307398645,4.097643464,0.529937787,0.022696191,4.183515316,0.483016517,COMPLETE
1020,1020,40.36600993,40:49.9,47:09.4,0 days 00:06:19.475394,0.254068264,0.351150918,0.164557199,1.721363377,0.963760775,0.242141365,1.889315452,0.999022686,1.013826157,0.392441794,0.124674503,2.838671992,0.509194133,COMPLETE
886,886,40.36898565,03:54.6,10:54.0,0 days 00:06:59.391783,0.330668918,0.02491445,0.375207078,2.332387031,0.00179206,0.327202972,4.115478541,0.926463971,6.870067413,0.363526083,0.190649359,1.574448671,0.699612026,COMPLETE
2,2,40.42264078,48:25.9,55:56.6,0 days 00:07:30.719009,0.113740003,0.38804175,0.477073197,4.68452549,0.759511289,0.688119741,3.820468844,0.214601075,5.744728622,0.333204676,0.134948092,6.457758183,0.987960259,COMPLETE
1360,1360,40.49096447,25:01.3,31:03.2,0 days 00:06:01.981429,0.234553529,0.517441737,0.721391361,1.839022313,0.909757998,0.352017643,5.959943226,0.348625852,6.608681348,0.165426227,0.207511978,3.680476377,0.21371838,COMPLETE
87,87,40.50252975,50:45.9,58:49.5,0 days 00:08:03.538197,0.441272777,0.191008745,0.031868147,4.434031843,0.187169901,0.046226376,11.01600619,0.339037776,2.843300022,0.927300447,0.056307826,2.782955267,0.490722771,COMPLETE
