,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
229,229,44.88554827360381,0.7161853798166414,8.837471613722172,0.5727781411623061,7.061166786681143,0.11487013048921954,2.0718947641737646,0.39057491458530097,0.08879786378023302,8.73927402930513,0.8752472799639716,0.21085402691671168,0.5678219621035178,0.17431659773671343
661,661,44.88554827360381,0.14594346293893745,8.477733556351566,0.14781392157300893,7.0963691349555535,0.7144850543871051,3.2973884888250073,0.4897071381377256,0.015545252036541952,6.534061312574442,0.8411234806595552,0.46633797943347277,0.13271301264972865,0.29281708263554296
11,11,44.88554827360381,0.40549195603571475,10.02360440373332,0.7888243004242091,3.728336942462339,0.24487842419119332,9.380417691763139,0.1906103172048108,0.4493314363265538,4.574260320684563,0.384954496718398,0.12388060707603377,0.840391212446602,0.5748812774562831
1107,1107,44.996823507478744,0.6066694443867955,8.472752051556208,0.6911506468904537,6.845618250789242,0.8085924298599414,3.023773330034604,0.8789969872488561,0.08132336589764626,6.816699007173767,0.37720383795999896,0.44035362562941116,0.013085265233933892,0.9241640584648193
2901,2901,44.996823507478744,0.4537332709527334,8.92948714810488,0.28066840928759157,1.6960933556213682,0.4742530638771449,2.6319216943628936,0.037324629385162435,0.07846137993765616,11.655758921314842,0.40717374472742357,0.4165473180900937,0.31208082715299235,0.6720625383688761
4419,4419,44.996823507478744,0.5919651469339607,8.442145278455262,0.5365498493167589,7.016061435740888,0.7388749318292509,6.72013007595169,0.35189424742123293,0.08362697216635007,9.879902590024203,0.2091773780089015,0.14940495847830168,0.17756486483324882,0.2754462279013239
4732,4732,44.996823507478744,0.4361543111135992,8.593230469820297,0.5417076188587624,6.13955161867864,0.44286458080518737,3.3301482156991646,0.4363991813329661,0.06965153671467703,6.9879712959814455,0.8253128417839606,0.14488216470364557,0.5235916923273458,0.9587269623810484
2842,2842,44.996823507478744,0.4325815503870273,8.896411896930445,0.25080440977877294,6.940280512101503,0.4868726148092732,2.508914404025296,0.07051030099073985,0.16427301276364173,11.713229293862616,0.3384112398184653,0.4991736383790602,0.00036889409701785364,0.7011953090735702
494,494,44.996823507478744,0.5541220317691722,9.021712805860703,0.640139788455065,4.890387424858634,0.5213327117816219,2.67759261819117,0.3949965866073733,0.07493748164743032,6.742575200959262,0.1699749518813902,0.29679215317444013,0.32243046149108034,0.730765719892444
2763,2763,45.02931981471656,0.3325074552958941,9.103237779322342,0.2639634451855771,5.094972158189898,0.8130951713033028,2.8518012091694374,0.44464855895581845,0.08469821919956536,8.121032593514549,0.2386989895916225,0.139447335231363,0.018339165743579987,0.9597520987261409
2730,2730,45.02931981471656,0.6210119113664354,8.20537034018669,0.3096780381016579,7.218599853821488,0.39503495729170746,1.0550013649359042,0.35361432183242403,0.17530064807101792,5.099439439170123,0.39132914812163966,0.09888527766069,0.23349992415999016,0.583388251390215
2731,2731,45.02931981471656,0.3582110472429304,8.552714283076654,0.29723438329160534,7.033920864904582,0.5214261145550677,7.4821577569106905,0.022790445082564646,0.1732909258206254,4.227835318788257,0.4297604538144535,0.1624952537124244,0.0002608116216774037,0.04242311717425884
4541,4541,45.02931981471656,0.33344424949469437,8.139883359005184,0.4912955472141333,7.308905994595992,0.45704235270900945,5.376427004930157,0.35777818629874486,0.040832576778805085,7.0458458313209835,0.14172676900901526,0.4344468106546204,0.5764031209959438,0.9669659885467997
566,566,45.02931981471656,0.4457753852384865,9.075508258213903,0.337275287014755,6.633415701475717,0.622193985973977,5.340095160627392,0.37422535910913024,0.760626196311285,6.944926027130062,0.4945755831693841,0.09374913287000154,0.0765718368269696,0.9831513390521467
460,460,45.02931981471656,0.48930658270876615,8.753625443747875,0.2322556660113813,6.643773287276801,0.8159492272975308,2.5449221830808106,0.6602542233533181,0.12648073494177486,8.04863384307496,0.36473969695618286,0.036033947122233824,0.48957428192541697,0.3707181904862654
489,489,45.02931981471656,0.489082734061308,8.620712205372214,0.6065295961377574,3.817270039218571,0.33265958692620934,2.189111912098835,0.08230509544383463,0.1342975745799376,3.2160853904913873,0.39157464766490646,0.07826204566358358,0.5096985798942056,0.399834582932326
498,498,45.02931981471656,0.5582194316959206,9.272006031300041,0.18075884913096485,4.166569399015548,0.11173075107721325,6.8304814509163725,0.3088682082317739,0.22341339062209892,7.48299091139518,0.674957191624568,0.028001329064743175,0.07698924520827113,0.7315244182396995
551,551,45.02931981471656,0.449277897194131,8.211992696257129,0.03418586023549158,4.776950050891996,0.10653410714500498,5.974745351662499,0.46848471324130225,0.162855095055919,8.740538447405802,0.062053803372094124,0.16790771033540983,0.198133682966361,0.32382354448720996
555,555,45.02931981471656,0.48385597587724855,8.719295310233012,0.16578050496713345,1.9590083839486498,0.05706503311218408,6.5272213878068035,0.4003598222451475,0.21375268090875274,8.377090429802616,0.40769553771955314,0.30464188138462406,0.23858477294576108,0.3599179795333452
556,556,45.02931981471656,0.3750116699680062,8.754559667204074,0.16952284119463545,6.228059988406918,0.1368582904673766,9.05401605225318,0.4117494309253764,0.022567061623905916,4.296864364641042,0.40445979703439117,0.3052267980823967,0.02737578361697926,0.35962900698687583
