year,t,infections,cins,cancers,cancer_deaths,reinfections,reactivations,n_susceptible,n_infectious,n_inactive,n_normal,n_cin,n_cancerous,n_infected,n_abnormal,n_latent,n_precin,n_screened,n_cin_treated,n_cancer_treated,n_vaccinated,n_tx_vaccinated,hpv_incidence,cin_incidence,cancer_incidence,births,other_deaths,migration,asr_cancer_incidence,asr_cancer_mortality,new_vaccinated,cum_vaccinated,new_doses,cum_doses,new_txvx_doses,new_tx_vaccinated,cum_txvx_doses,cum_tx_vaccinated,new_screens,new_screened,new_cin_treatments,new_cin_treated,new_cancer_treatments,new_cancer_treated,cum_screens,cum_screened,cum_cin_treatments,cum_cin_treated,cum_cancer_treatments,cum_cancer_treated,cancer_mortality,n_alive,cdr,cbr,hpv_prevalence,precin_prevalence,cin_prevalence
year,t,infections,cins,cancers,cancer_deaths,reinfections,reactivations,n_susceptible,n_infectious,n_inactive,n_normal,n_cin,n_cancerous,n_infected,n_abnormal,n_latent,n_precin,n_screened,n_cin_treated,n_cancer_treated,n_vaccinated,n_tx_vaccinated,hpv_incidence,cin_incidence,cancer_incidence,births,other_deaths,migration,asr_cancer_incidence,asr_cancer_mortality,new_vaccinated,cum_vaccinated,new_doses,cum_doses,new_txvx_doses,new_tx_vaccinated,cum_txvx_doses,cum_tx_vaccinated,new_screens,new_screened,new_cin_treatments,new_cin_treated,new_cancer_treatments,new_cancer_treated,cum_screens,cum_screened,cum_cin_treatments,cum_cin_treated,cum_cancer_treatments,cum_cancer_treated,cancer_mortality,n_alive,cdr,cbr,hpv_prevalence,precin_prevalence,cin_prevalence
1980.0,0,13251376.75,168923.43359375,0.0,0.0,4693208.2890625,0.0,213124800.0,11661230.0,0.0,55962824.0,147407.21875,0.0,11661230.0,147407.21875,0.0,5919296.0,14053523.0,3234.46484375,0.0,0.0,0.0,0.0155441515370337,0.005940340838699836,0.0,739989.337575,699178.75,-42469.931575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14131011.265625,14131011.265625,3234.4646606445312,3234.4646606445312,0.0,0.0,14131011.265625,14131011.265625,3234.4646606445312,3234.4646606445312,0.0,0.0,0.0,55962824.0,0.01249362880615174,0.013222873412803472,0.20837458095395614,0.05177094481736397,0.0051569720369363855
1981.0,1,10491422.5,304152.1953125,28.125782012939453,0.0,7332953.25,0.0,213658624.0,11202302.0,28.125782012939453,55947948.0,309383.59375,28.125782012939453,11202331.0,309411.71875,0.0,5370674.5,14431845.0,46182.52734375,0.0,0.0,0.0,0.012275917423300451,0.010772793935630211,0.09853925662189604,718051.227225,711582.25,56814.08065,0.10780193937651757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2956441.5634765625,512479.8447265625,43932.46875,43932.46875,0.0,0.0,17087452.829101562,14643491.110351562,47166.93341064453,47166.93341064453,0.0,0.0,0.0,55947948.0,0.01271864787605794,0.012834272799871052,0.2002272183423063,0.04704062548852167,0.010839307253408625
1982.0,2,10041269.25,350194.0625,84.37734603881836,0.0,7463372.375,0.0,213868720.0,10937329.0,112.50312805175781,55879456.0,452178.1875,112.50312805175781,10937442.0,452290.6875,0.0,5007008.0,14704722.0,89046.21875,0.0,0.0,0.0,0.01173765528918862,0.012490055038559518,0.2961658463252898,709894.7503000001,709585.3125,-3656.3517250000004,0.2849358179732881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479500.4326171875,401833.0390625,44213.7265625,44213.7265625,0.0,0.0,18566953.26171875,15045324.149414062,91380.65997314453,91380.65997314453,0.0,0.0,0.0,55879456.0,0.012698500724488084,0.012704038319557014,0.19573077089368945,0.04393652371480389,0.01587146468183058
1983.0,3,9775819.0,363975.6953125,253.13203811645508,0.0,7442306.125,0.0,214086976.0,10716374.0,365.63519287109375,55816656.0,552193.4375,337.5093994140625,10716739.0,552530.9375,28.125782012939453,4770273.0,14989552.0,135228.75,28.125782012939453,0.0,0.0,0.011415709613274186,0.013054257979750199,0.8902562155613724,711019.7816000001,706632.125,-8437.734750000001,0.7377998499320322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441024.4453125,421746.09375,47279.43730545044,47279.43730545044,28.125782012939453,0.0,20007977.70703125,15467070.243164062,138660.09727859497,138660.09727859497,28.125782012939453,28.125782012939453,0.0,55816656.0,0.012659879248230133,0.012738487622762642,0.19199240456110447,0.04194169583308744,0.01942021280262323
1984.0,4,9540377.5,375169.765625,196.88047790527344,0.0,7442307.125,0.0,214739216.0,10485122.0,562.5156860351562,55849760.0,631226.875,534.389892578125,10485685.0,631761.25,28.125782012939453,4544535.5,15332573.0,184870.75,28.125782012939453,0.0,0.0,0.011106934352410041,0.013524403907095917,0.6939521855525962,717207.4537500001,687028.4375,56251.565,0.4669359381173922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261610.0107421875,467619.234375,53354.6083984375,52285.826171875,0.0,0.0,21269587.717773438,15934689.477539062,192014.70567703247,190945.92345046997,28.125782012939453,28.125782012939453,0.0,55849760.0,0.012301367767739735,0.012841728482808165,0.1877379956511899,0.04004499296722189,0.02224867713771535
1985.0,5,9279173.75,378207.34375,675.0187530517578,0.0,7336215.875,0.0,215811088.0,10223103.0,1237.5341796875,55942152.0,569406.375,1125.03125,10224341.0,570531.4375,112.50312805175781,4423651.0,15680771.0,392185.875,140.62890625,0.0,0.0,0.010749185590964631,0.013588125575896006,2.376663662510409,734364.1810750001,726854.5625,136691.30295,2.1427404468738174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10539883.6015625,465031.6640625,212546.52461242676,211618.37812805176,112.50312805175781,0.0,31809471.319335938,16399721.141601562,404561.2302894592,402564.3015785217,140.62891006469727,140.62891006469727,0.0,55942152.0,0.012992967494350235,0.013127206494934268,0.1827441854578637,0.03893637807910356,0.0200473517442057
1986.0,6,8990912.5,353203.5390625,787.5218734741211,0.0,7282551.875,0.0,217020208.0,9980294.0,2025.05615234375,56062728.0,575847.25,1856.3013916015625,9982319.0,577703.5,168.7546844482422,4258384.0,16034115.0,503760.875,225.00625610351562,0.0,0.0,0.010357229613382363,0.012668059191003143,2.767564114386263,741676.8845250001,679097.0,106596.71567500001,2.3271803762650984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3097351.65234375,469784.921875,121250.23672103882,117903.27285385132,84.37734603881836,0.0,34906822.97167969,16869506.063476562,525811.467010498,520467.57443237305,225.00625610351562,225.00625610351562,0.0,56062728.0,0.012113163669095803,0.013229411250287358,0.17802012773977036,0.03741033223423524,0.020235504302731477
1987.0,7,8583426.0,359109.9296875,1068.7797088623047,28.125782012939453,7005541.75,84.37734603881836,218059184.0,9715911.0,3037.58447265625,56159196.0,609570.0625,2728.200927734375,9718892.0,612298.25,309.38360595703125,4086029.25,16386164.0,583019.25,365.63519287109375,0.0,0.0,0.009840706823886857,0.01287521115666611,3.7503124433002655,761083.67445,667031.0,45282.509825,3.141065908831553,0.1119254435292223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082460.9375,476535.1015625,86486.7773475647,83955.45918273926,140.62891006469727,0.0,36989283.90917969,17346041.165039062,612298.2443580627,604423.0336151123,365.6351661682129,365.6351661682129,0.0986829863365475,56159196.0,0.011877502662253214,0.013552253747542967,0.1730065900516097,0.03584092065982189,0.021387563240439524
1988.0,8,8421955.875,355481.7109375,1068.7796936035156,0.0,6897200.75,84.37734603881836,219034592.0,9497543.0,4050.1123046875,56260728.0,615251.5,3403.219970703125,9501508.0,618654.6875,646.89306640625,3952937.75,16716390.0,684778.375,759.3961791992188,0.0,0.0,0.009612586530396075,0.012745024669434684,3.749623870470452,770083.9248500001,699628.8125,67501.87800000001,3.0110651404460578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2328308.328125,464637.90625,118240.78341674805,105724.80685424805,393.7609558105469,0.0,39317592.23730469,17810679.071289062,730539.0277748108,710147.8404693604,759.3961219787598,759.3961219787598,0.0,56260728.0,0.012435473861980599,0.013687770354660183,0.16881301287107411,0.03466631232746814,0.02158243008905796
